Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Medal
Kelli Allison Stack,F,22.0,165.0,62.0,United States,2010,Winter,Vancouver,Ice Hockey,Silver
Kelli Allison Stack,F,26.0,165.0,62.0,United States,2014,Winter,Sochi,Ice Hockey,Silver
Jay Jason Stacy,M,23.0,184.0,90.0,Australia,1992,Summer,Barcelona,Hockey,Silver
Jay Jason Stacy,M,27.0,184.0,90.0,Australia,1996,Summer,Atlanta,Hockey,Bronze
Jay Jason Stacy,M,32.0,184.0,90.0,Australia,2000,Summer,Sydney,Hockey,Bronze
Andriy Volodymyrovych Stadnik,M,26.0,171.0,66.0,Ukraine,2008,Summer,Beijing,Wrestling,Silver
Mariya Stadnik,F,20.0,157.0,48.0,Azerbaijan,2008,Summer,Beijing,Wrestling,Bronze
Mariya Stadnik,F,24.0,157.0,48.0,Azerbaijan,2012,Summer,London,Wrestling,Silver
Mariya Stadnik,F,28.0,157.0,48.0,Azerbaijan,2016,Summer,Rio de Janeiro,Wrestling,Silver
Ryszard Tadeusz Stadniuk,M,28.0,197.0,96.0,Poland,1980,Summer,Moskva,Rowing,Bronze
Jamie Alan Staff,M,35.0,178.0,92.0,Great Britain,2008,Summer,Beijing,Cycling,Gold
Linda Stahl,F,26.0,176.0,79.0,Germany,2012,Summer,London,Athletics,Bronze
Ecaterina Clara Stahl-Iencic,F,22.0,163.0,60.0,Romania,1968,Summer,Mexico City,Fencing,Bronze
Ecaterina Clara Stahl-Iencic,F,26.0,163.0,60.0,Romania,1972,Summer,Munich,Fencing,Bronze
Andreas Sthle,M,23.0,183.0,80.0,East Germany,1988,Summer,Seoul,Canoeing,Silver
Andreas Sthle,M,23.0,183.0,80.0,East Germany,1988,Summer,Seoul,Canoeing,Bronze
Gregor Sthli,M,33.0,181.0,75.0,Switzerland,2002,Winter,Salt Lake City,Skeleton,Bronze
Gregor Sthli,M,37.0,181.0,75.0,Switzerland,2006,Winter,Torino,Skeleton,Bronze
Doina Sticulescu,F,16.0,156.0,41.0,Romania,1984,Summer,Los Angeles,Rhythmic Gymnastics,Silver
"Michael Laurence ""Mike"" Staines",M,27.0,201.0,91.0,United States,1976,Summer,Montreal,Rowing,Silver
Lara Stalder,F,19.0,166.0,60.0,Switzerland,2014,Winter,Sochi,Ice Hockey,Bronze
Marvin Federick Stalder,M,22.0,185.0,77.0,United States,1928,Summer,Amsterdam,Rowing,Gold
Dawn Michelle Staley,F,26.0,165.0,58.0,United States,1996,Summer,Atlanta,Basketball,Gold
Dawn Michelle Staley,F,30.0,165.0,58.0,United States,2000,Summer,Sydney,Basketball,Gold
Dawn Michelle Staley,F,34.0,165.0,58.0,United States,2004,Summer,Athina,Basketball,Gold
Walter Goodwin Staley Jr.,M,19.0,185.0,70.0,United States,1952,Summer,Helsinki,Equestrianism,Bronze
"Hyla Bristow ""Henry"" Stallard",M,23.0,186.0,75.0,Great Britain,1924,Summer,Paris,Athletics,Bronze
"Thomas Alexander ""Tom"" Stallard",M,29.0,193.0,90.0,Great Britain,2008,Summer,Beijing,Rowing,Silver
"Maria Geertruida ""Ria"" Stalman",F,32.0,179.0,82.0,Netherlands,1984,Summer,Los Angeles,Athletics,Gold
Frantiek tambacher,M,27.0,177.0,71.0,Czechoslovakia,1980,Summer,Moskva,Football,Gold
Hagen Stamm,M,24.0,191.0,100.0,West Germany,1984,Summer,Los Angeles,Water Polo,Bronze
"Michael Eugene ""Mike"" Stamm",M,20.0,191.0,81.0,United States,1972,Summer,Munich,Swimming,Silver
"Michael Eugene ""Mike"" Stamm",M,20.0,191.0,81.0,United States,1972,Summer,Munich,Swimming,Gold
Anioara Stanciu-Cumir,F,22.0,172.0,63.0,Romania,1984,Summer,Los Angeles,Athletics,Gold
Franklin Standard Johnson,M,23.0,197.0,90.0,Cuba,1972,Summer,Munich,Basketball,Bronze
"Andrew William ""Andy"" Stanfield",M,24.0,187.0,79.0,United States,1952,Summer,Helsinki,Athletics,Gold
"Andrew William ""Andy"" Stanfield",M,28.0,187.0,79.0,United States,1956,Summer,Melbourne,Athletics,Silver
Thomas Stangassinger,M,28.0,180.0,82.0,Austria,1994,Winter,Lillehammer,Alpine Skiing,Gold
Hans Stanggassinger,M,24.0,191.0,112.0,West Germany-1,1984,Winter,Sarajevo,Luge,Gold
Richard Courtney Stanhope,M,23.0,189.0,84.0,Great Britain,1980,Summer,Moskva,Rowing,Silver
George Anthony Stanich,M,19.0,190.0,84.0,United States,1948,Summer,London,Athletics,Bronze
Ryszard Karol Staniek,M,21.0,180.0,80.0,Poland,1992,Summer,Barcelona,Football,Silver
Boidar Stanii,M,25.0,187.0,88.0,Yugoslavia,1964,Summer,Tokyo,Water Polo,Silver
Micha Tomasz Staniszewski,M,26.0,178.0,78.0,Poland-1,2000,Summer,Sydney,Canoeing,Silver
Tomasz Stankiewicz,M,21.0,186.0,80.0,Poland,1924,Summer,Paris,Cycling,Silver
Georgi Stankov,M,25.0,186.0,81.0,Bulgaria,1968,Summer,Mexico City,Boxing,Bronze
Dragana Stankovi,F,21.0,195.0,73.0,Serbia,2016,Summer,Rio de Janeiro,Basketball,Bronze
Vasyl Vasylovych Stankovych,M,22.0,184.0,82.0,Soviet Union,1968,Summer,Mexico City,Fencing,Silver
Vasyl Vasylovych Stankovych,M,26.0,184.0,82.0,Soviet Union,1972,Summer,Munich,Fencing,Silver
"Clayton Iona ""Clay"" Stanley",M,30.0,205.0,105.0,United States,2008,Summer,Beijing,Volleyball,Gold
Heather Mary Stanning,F,27.0,181.0,72.0,Great Britain,2012,Summer,London,Rowing,Gold
Heather Mary Stanning,F,31.0,181.0,72.0,Great Britain,2016,Summer,Rio de Janeiro,Rowing,Gold
Mihaela Stnule,F,17.0,152.0,44.0,Romania,1984,Summer,Los Angeles,Gymnastics,Gold
Milorad Stanulov,M,27.0,187.0,88.0,Yugoslavia,1980,Summer,Moskva,Rowing,Silver
Milorad Stanulov,M,31.0,187.0,88.0,Yugoslavia,1984,Summer,Los Angeles,Rowing,Bronze
Phoebe Stanz,F,20.0,163.0,62.0,Switzerland,2014,Winter,Sochi,Ice Hockey,Bronze
Charlotte Stapenhorst,F,21.0,168.0,68.0,Germany,2016,Summer,Rio de Janeiro,Hockey,Bronze
David Collin Starbrook,M,27.0,185.0,89.0,Great Britain,1972,Summer,Munich,Judo,Silver
David Collin Starbrook,M,30.0,185.0,89.0,Great Britain,1976,Summer,Montreal,Judo,Bronze
Sergey Viktorovich Starikov,M,21.0,178.0,91.0,Soviet Union,1980,Winter,Lake Placid,Ice Hockey,Silver
Sergey Viktorovich Starikov,M,25.0,178.0,91.0,Soviet Union,1984,Winter,Sarajevo,Ice Hockey,Gold
Sergey Viktorovich Starikov,M,29.0,178.0,91.0,Soviet Union,1988,Winter,Calgary,Ice Hockey,Gold
Ian David Stark,M,30.0,177.0,75.0,Great Britain,1984,Summer,Los Angeles,Equestrianism,Silver
Ian David Stark,M,34.0,177.0,75.0,Great Britain,1988,Summer,Seoul,Equestrianism,Silver
Ian David Stark,M,46.0,177.0,75.0,Great Britain,2000,Summer,Sydney,Equestrianism,Silver
Ute Starke (-Kahlenberg),F,29.0,171.0,49.0,East Germany,1968,Summer,Mexico City,Gymnastics,Bronze
Bohumil Starnovsk,M,22.0,186.0,76.0,Czechoslovakia,1976,Summer,Montreal,Modern Pentathlon,Silver
Anatoly Vasilevich Starostin,M,20.0,177.0,70.0,Soviet Union,1980,Summer,Moskva,Modern Pentathlon,Gold
Anatoly Vasilevich Starostin,M,32.0,177.0,70.0,Unified Team,1992,Summer,Barcelona,Modern Pentathlon,Silver
"Katherine ""Kate"" Starre",F,24.0,171.0,60.0,Australia,1996,Summer,Atlanta,Hockey,Gold
"Katherine ""Kate"" Starre",F,28.0,171.0,60.0,Australia,2000,Summer,Sydney,Hockey,Gold
Vyacheslav Ivanovich Starshinov,M,23.0,174.0,83.0,Soviet Union,1964,Winter,Innsbruck,Ice Hockey,Gold
Vyacheslav Ivanovich Starshinov,M,27.0,174.0,83.0,Soviet Union,1968,Winter,Grenoble,Ice Hockey,Gold
Yury Vasilyevich Starunsky,M,27.0,189.0,87.0,Soviet Union,1972,Summer,Munich,Volleyball,Bronze
Yury Vasilyevich Starunsky,M,31.0,189.0,87.0,Soviet Union,1976,Summer,Montreal,Volleyball,Silver
Bohuslav astn,M,22.0,180.0,83.0,Czechoslovakia,1972,Winter,Sapporo,Ice Hockey,Bronze
Bohuslav astn,M,26.0,180.0,83.0,Czechoslovakia,1976,Winter,Innsbruck,Ice Hockey,Silver
Paul Stastny,M,24.0,183.0,93.0,United States,2010,Winter,Vancouver,Ice Hockey,Silver
Wolfgang Staudinger,M,24.0,180.0,78.0,West Germany-1,1988,Winter,Calgary,Luge,Bronze
Brenda Lee Stauffer (-Hoffman),F,23.0,165.0,60.0,United States,1984,Summer,Los Angeles,Hockey,Bronze
Kevin Staut,M,35.0,182.0,70.0,France,2016,Summer,Rio de Janeiro,Equestrianism,Gold
"Julia Ann ""Julie"" Staver",F,32.0,170.0,61.0,United States,1984,Summer,Los Angeles,Hockey,Bronze
Ashley Steacy,F,29.0,158.0,64.0,Canada,2016,Summer,Rio de Janeiro,Rugby Sevens,Bronze
"Richard Irving ""Dick"" Stearns III",M,37.0,177.0,75.0,Glider,1964,Summer,Tokyo,Sailing,Silver
"Richard Vaughn ""Dick"" Stebbins",M,19.0,180.0,68.0,United States,1964,Summer,Tokyo,Athletics,Gold
Peter Hermann Stebler,M,21.0,189.0,84.0,Switzerland,1948,Summer,London,Rowing,Silver
Maurizio Stecca,M,21.0,165.0,54.0,Italy,1984,Summer,Los Angeles,Boxing,Gold
Mario Stecher,M,24.0,177.0,62.0,Austria,2002,Winter,Salt Lake City,Nordic Combined,Bronze
Mario Stecher,M,28.0,177.0,62.0,Austria,2006,Winter,Torino,Nordic Combined,Gold
Mario Stecher,M,32.0,177.0,62.0,Austria,2010,Winter,Vancouver,Nordic Combined,Gold
Mario Stecher,M,36.0,177.0,62.0,Austria,2014,Winter,Sochi,Nordic Combined,Bronze
Renate Stecher (Meiner-),F,22.0,170.0,71.0,East Germany,1972,Summer,Munich,Athletics,Gold
Renate Stecher (Meiner-),F,22.0,170.0,71.0,East Germany,1972,Summer,Munich,Athletics,Silver
Renate Stecher (Meiner-),F,26.0,170.0,71.0,East Germany,1976,Summer,Montreal,Athletics,Silver
Renate Stecher (Meiner-),F,26.0,170.0,71.0,East Germany,1976,Summer,Montreal,Athletics,Bronze
Renate Stecher (Meiner-),F,26.0,170.0,71.0,East Germany,1976,Summer,Montreal,Athletics,Gold
Lee Ethel Stecklein,F,19.0,183.0,77.0,United States,2014,Winter,Sochi,Ice Hockey,Silver
Wadysaw Stecyk,M,29.0,156.0,52.0,Poland,1980,Summer,Moskva,Wrestling,Silver
"Kathryn Suzanne ""Katy"" Steding",F,28.0,183.0,73.0,United States,1996,Summer,Atlanta,Basketball,Gold
Bryan Steel,M,31.0,174.0,70.0,Great Britain,2000,Summer,Sydney,Cycling,Bronze
Bryan Steel,M,35.0,174.0,70.0,Great Britain,2004,Summer,Athina,Cycling,Silver
Andrew Steele,M,23.0,182.0,78.0,Great Britain,2008,Summer,Beijing,Athletics,Bronze
"Daniel ""Dan"" Steele",M,32.0,188.0,100.0,United States-2,2002,Winter,Salt Lake City,Bobsleigh,Bronze
Paul Steele,M,26.0,195.0,93.0,Canada,1984,Summer,Los Angeles,Rowing,Gold
Randall Scott Steele,M,26.0,173.0,59.0,United States,1984,Summer,Los Angeles,Sailing,Silver
Willie Samuel Steele,M,25.0,180.0,73.0,United States,1948,Summer,London,Athletics,Gold
Alexander Lennart Steen,M,29.0,182.0,95.0,Sweden,2014,Winter,Sochi,Ice Hockey,Silver
"David Lee ""Dave"" Steen",M,28.0,185.0,80.0,Canada,1988,Summer,Seoul,Athletics,Bronze
Ingrid Steen,F,20.0,178.0,77.0,Norway,1988,Summer,Seoul,Handball,Silver
Ingrid Steen,F,24.0,178.0,77.0,Norway,1992,Summer,Barcelona,Handball,Silver
Florentine Pauline Frederique Steenberghe,F,28.0,168.0,58.0,Netherlands,1996,Summer,Atlanta,Hockey,Bronze
Hartwig Steenken,M,31.0,175.0,68.0,West Germany,1972,Summer,Munich,Equestrianism,Gold
"Timotheus Bernardus ""Tim"" Steens",M,32.0,168.0,65.0,Netherlands,1988,Summer,Seoul,Hockey,Bronze
Maria tefan-Mihoreanu (Cosma-),F,30.0,170.0,63.0,Romania,1984,Summer,Los Angeles,Canoeing,Gold
Davor tefanek,M,30.0,170.0,66.0,Serbia,2016,Summer,Rio de Janeiro,Wrestling,Gold
Gertrd Stefanek,F,21.0,178.0,65.0,Hungary,1980,Summer,Moskva,Fencing,Bronze
Gertrd Stefanek,F,29.0,178.0,65.0,Hungary,1988,Summer,Seoul,Fencing,Bronze
"Aikaterini ""Ekaterini"" Stefanidi",F,26.0,173.0,59.0,Greece,2016,Summer,Rio de Janeiro,Athletics,Gold
Ivo Stefanoni,M,20.0,165.0,55.0,Italy,1956,Summer,Melbourne,Rowing,Gold
Ivo Stefanoni,M,24.0,165.0,55.0,Italy,1960,Summer,Roma,Rowing,Bronze
Wodzimierz Andrzej Stefaski,M,26.0,192.0,90.0,Poland,1976,Summer,Montreal,Volleyball,Gold
Janne Reidar Stefansson,M,28.0,170.0,68.0,Sweden,1964,Winter,Innsbruck,Cross Country Skiing,Gold
lafur Indrii Stefnsson,M,35.0,196.0,94.0,Iceland,2008,Summer,Beijing,Handball,Silver
Zuzana tefeekov,F,24.0,166.0,65.0,Slovakia,2008,Summer,Beijing,Shooting,Silver
Zuzana tefeekov,F,28.0,166.0,65.0,Slovakia,2012,Summer,London,Shooting,Silver
Britta Steffen,F,16.0,180.0,60.0,Germany,2000,Summer,Sydney,Swimming,Bronze
Britta Steffen,F,24.0,180.0,60.0,Germany,2008,Summer,Beijing,Swimming,Gold
Jessica Marie Steffens,F,21.0,183.0,75.0,United States,2008,Summer,Beijing,Water Polo,Silver
Jessica Marie Steffens,F,25.0,183.0,75.0,United States,2012,Summer,London,Water Polo,Gold
"Margaret Ann ""Maggie"" Steffens",F,19.0,173.0,74.0,United States,2012,Summer,London,Water Polo,Gold
"Margaret Ann ""Maggie"" Steffens",F,23.0,173.0,74.0,United States,2016,Summer,Rio de Janeiro,Water Polo,Gold
John William Steffensen,M,21.0,180.0,71.0,Australia,2004,Summer,Athina,Athletics,Silver
Christel Steffin (-Schulz),F,20.0,166.0,70.0,Germany,1960,Summer,Roma,Swimming,Bronze
Kerstin Stegemann,F,22.0,170.0,68.0,Germany,2000,Summer,Sydney,Football,Bronze
Kerstin Stegemann,F,26.0,170.0,68.0,Germany,2004,Summer,Athina,Football,Bronze
Kerstin Stegemann,F,30.0,170.0,68.0,Germany,2008,Summer,Beijing,Football,Bronze
Bastian Steger,M,31.0,170.0,65.0,Germany,2012,Summer,London,Table Tennis,Bronze
Bastian Steger,M,35.0,170.0,65.0,Germany,2016,Summer,Rio de Janeiro,Table Tennis,Bronze
Zali Steggall,F,23.0,175.0,75.0,Australia,1998,Winter,Nagano,Alpine Skiing,Bronze
Henrik Stehlik,M,23.0,175.0,67.0,Germany,2004,Summer,Athina,Trampolining,Bronze
Boris Steimetz,M,21.0,187.0,75.0,France,2008,Summer,Beijing,Swimming,Silver
Hans-Peter Steinacher,M,32.0,180.0,73.0,Austria,2000,Summer,Sydney,Sailing,Gold
Hans-Peter Steinacher,M,35.0,180.0,73.0,Austria,2004,Summer,Athina,Sailing,Gold
Angela Steinbach,F,17.0,173.0,62.0,West Germany,1972,Summer,Munich,Swimming,Bronze
Josef Steinbach,M,27.0,177.0,114.0,Austria,1906,Summer,Athina,Weightlifting,Gold
Josef Steinbach,M,27.0,177.0,114.0,Austria,1906,Summer,Athina,Weightlifting,Silver
Klaus Steinbach,M,18.0,191.0,77.0,West Germany,1972,Summer,Munich,Swimming,Silver
Klaus Steinbach,M,22.0,191.0,77.0,West Germany,1976,Summer,Montreal,Swimming,Bronze
Michael Steinbach,M,22.0,195.0,93.0,Germany,1992,Summer,Barcelona,Rowing,Gold
Sabine Steinbach (-Klemm),F,16.0,164.0,56.0,East Germany,1968,Summer,Mexico City,Swimming,Bronze
Wolfgang Steinbach,M,25.0,166.0,66.0,East Germany,1980,Summer,Moskva,Football,Silver
Walter Steinbauer,M,27.0,170.0,80.0,West Germany-1,1972,Winter,Sapporo,Bobsleigh,Bronze
"Janette May ""Jenny"" Steinbeck (-Murray)",F,17.0,171.0,64.0,Australia,1968,Summer,Mexico City,Swimming,Silver
Ute Steindorf,F,22.0,176.0,72.0,East Germany,1980,Summer,Moskva,Rowing,Gold
Andr Steiner,M,26.0,196.0,94.0,Germany,1996,Summer,Atlanta,Rowing,Gold
Anton Steiner,M,25.0,170.0,73.0,Austria,1984,Winter,Sarajevo,Alpine Skiing,Bronze
Matthias Steiner,M,25.0,183.0,146.0,Germany,2008,Summer,Beijing,Weightlifting,Gold
Walter Steiner,M,20.0,184.0,70.0,Switzerland,1972,Winter,Sapporo,Ski Jumping,Silver
Gnther Steines,M,23.0,174.0,64.0,Germany,1952,Summer,Helsinki,Athletics,Bronze
"Hans Christopher ""Chris"" Steinfeld",M,24.0,185.0,66.0,United States,1984,Summer,Los Angeles,Sailing,Silver
Giulia Steingruber,F,22.0,160.0,56.0,Switzerland,2016,Summer,Rio de Janeiro,Gymnastics,Bronze
Ingo Steinhfel,M,21.0,172.0,75.5,East Germany,1988,Summer,Seoul,Weightlifting,Silver
Jens Steinigen,M,25.0,187.0,80.0,Germany,1992,Winter,Albertville,Biathlon,Gold
"William Clark ""Bill"" Steinkraus",M,26.0,183.0,68.0,United States,1952,Summer,Helsinki,Equestrianism,Bronze
"William Clark ""Bill"" Steinkraus",M,34.0,183.0,68.0,United States,1960,Summer,Roma,Equestrianism,Silver
"William Clark ""Bill"" Steinkraus",M,43.0,183.0,68.0,United States,1968,Summer,Mexico City,Equestrianism,Gold
"William Clark ""Bill"" Steinkraus",M,46.0,183.0,68.0,United States,1972,Summer,Munich,Equestrianism,Silver
dm Steinmetz,M,24.0,198.0,104.0,Hungary,2004,Summer,Athina,Water Polo,Gold
Barnabs Steinmetz,M,24.0,196.0,98.0,Hungary,2000,Summer,Sydney,Water Polo,Gold
Barnabs Steinmetz,M,28.0,196.0,98.0,Hungary,2004,Summer,Athina,Water Polo,Gold
Jnos Steinmetz,M,20.0,190.0,92.0,Hungary,1968,Summer,Mexico City,Water Polo,Bronze
"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",F,16.0,167.0,57.0,United States,1984,Summer,Los Angeles,Swimming,Gold
Stefan Steinweg,M,23.0,183.0,80.0,Germany,1992,Summer,Barcelona,Cycling,Gold
Kristin Strmer Steira,F,28.0,169.0,53.0,Norway,2010,Winter,Vancouver,Cross Country Skiing,Gold
Kristin Strmer Steira,F,32.0,169.0,53.0,Norway,2014,Winter,Sochi,Cross Country Skiing,Bronze
"Phillip William ""Otto"" Stekl",M,28.0,193.0,93.0,United States,1984,Summer,Los Angeles,Rowing,Silver
Grzegorz Jzef Stellak,M,29.0,197.0,95.0,Poland,1980,Summer,Moskva,Rowing,Bronze
Manuela Stellmach (-Schubert),F,18.0,175.0,65.0,East Germany,1988,Summer,Seoul,Swimming,Bronze
Manuela Stellmach (-Schubert),F,18.0,175.0,65.0,East Germany,1988,Summer,Seoul,Swimming,Gold
Manuela Stellmach (-Schubert),F,22.0,175.0,65.0,Germany,1992,Summer,Barcelona,Swimming,Bronze
Igor Anatolyevich Stelnov,M,20.0,192.0,94.0,Soviet Union,1984,Winter,Sarajevo,Ice Hockey,Gold
Igor Anatolyevich Stelnov,M,25.0,192.0,94.0,Soviet Union,1988,Winter,Calgary,Ice Hockey,Gold
Sanna Tutteli Stn,F,31.0,171.0,63.0,Finland,2008,Summer,Beijing,Rowing,Silver
Boris Andrianovich Stenin,M,25.0,171.0,71.0,Soviet Union,1960,Winter,Squaw Valley,Speed Skating,Bronze
Valentina Sergeyevna Stenina (Miloslavova-),F,25.0,154.0,52.0,Soviet Union,1960,Winter,Squaw Valley,Speed Skating,Silver
Valentina Sergeyevna Stenina (Miloslavova-),F,29.0,154.0,52.0,Soviet Union,1964,Winter,Innsbruck,Speed Skating,Silver
Jan Ingemar Stenmark,M,19.0,181.0,75.0,Sweden,1976,Winter,Innsbruck,Alpine Skiing,Bronze
Jan Ingemar Stenmark,M,23.0,181.0,75.0,Sweden,1980,Winter,Lake Placid,Alpine Skiing,Gold
"Oskar Albinus ""Albin"" Stenroos",M,23.0,173.0,64.0,Finland,1912,Summer,Stockholm,Athletics,Bronze
"Oskar Albinus ""Albin"" Stenroos",M,23.0,173.0,64.0,Finland,1912,Summer,Stockholm,Athletics,Silver
"Oskar Albinus ""Albin"" Stenroos",M,35.0,173.0,64.0,Finland,1924,Summer,Paris,Athletics,Gold
Sten Einar Stensen,M,24.0,183.0,74.0,Norway,1972,Winter,Sapporo,Speed Skating,Bronze
Sten Einar Stensen,M,28.0,183.0,74.0,Norway,1976,Winter,Innsbruck,Speed Skating,Gold
Sten Einar Stensen,M,28.0,183.0,74.0,Norway,1976,Winter,Innsbruck,Speed Skating,Silver
Kay Arne Stenshjemmet,M,26.0,188.0,84.0,Norway,1980,Winter,Lake Placid,Speed Skating,Silver
Henrik Olof Stenson,M,40.0,188.0,86.0,Sweden,2016,Summer,Rio de Janeiro,Golf,Silver
Harald Stenvaag,M,39.0,182.0,90.0,Norway,1992,Summer,Barcelona,Shooting,Silver
Harald Stenvaag,M,47.0,182.0,90.0,Norway,2000,Summer,Sydney,Shooting,Bronze
Ondej tpnek,M,24.0,173.0,78.0,Czech Republic-1,2004,Summer,Athina,Canoeing,Bronze
Ondej tpnek,M,28.0,173.0,78.0,Czech Republic,2008,Summer,Beijing,Canoeing,Silver
Radek tpnek,M,37.0,186.0,79.0,Czech Republic,2016,Summer,Rio de Janeiro,Tennis,Bronze
Oleg Sergeyevich Stepanov,M,24.0,175.0,69.0,Soviet Union,1964,Summer,Tokyo,Judo,Bronze
Inna Yakovlevna Stepanova,F,26.0,176.0,63.0,Russia,2016,Summer,Rio de Janeiro,Archery,Silver
Mariya Aleksandrovna Stepanova,F,25.0,202.0,85.0,Russia,2004,Summer,Athina,Basketball,Bronze
Mariya Aleksandrovna Stepanova,F,29.0,202.0,85.0,Russia,2008,Summer,Beijing,Basketball,Bronze
Stanislav Ivanovich Stepashkin,M,24.0,163.0,57.0,Soviet Union,1964,Summer,Tokyo,Boxing,Gold
Daniel Stephan,M,31.0,198.0,98.0,Germany,2004,Summer,Athina,Handball,Silver
Helen Herring Stephens,F,18.0,182.0,70.0,United States,1936,Summer,Berlin,Athletics,Gold
John M. Stephens,M,24.0,182.0,84.0,Australia,2004,Summer,Athina,Baseball,Silver
Kelly Stephens (-Tysland),F,22.0,167.0,59.0,United States,2006,Winter,Torino,Ice Hockey,Bronze
Wayne Frederick Stephenson,M,23.0,175.0,79.0,Canada,1968,Winter,Grenoble,Ice Hockey,Bronze
Piotr Stpie,M,28.0,176.0,82.0,Poland,1992,Summer,Barcelona,Wrestling,Silver
Ayeln Lara Stepnik Puche,F,24.0,169.0,62.0,Argentina,2000,Summer,Sydney,Hockey,Silver
Ayeln Lara Stepnik Puche,F,28.0,169.0,62.0,Argentina,2004,Summer,Athina,Hockey,Bronze
Jan trba,M,31.0,183.0,85.0,Czech Republic,2012,Summer,London,Canoeing,Bronze
Jan trba,M,35.0,183.0,85.0,Czech Republic,2016,Summer,Rio de Janeiro,Canoeing,Bronze
Amlia Sterbinszky,F,25.0,172.0,62.0,Hungary,1976,Summer,Montreal,Handball,Bronze
Leo Sterckx,M,24.0,178.0,80.0,Belgium,1960,Summer,Roma,Cycling,Silver
Constantin Sterea,M,29.0,186.0,80.0,Romania,1980,Summer,Moskva,Volleyball,Bronze
"Gillian ""Jill"" Sterkel",F,15.0,180.0,77.0,United States,1976,Summer,Montreal,Swimming,Gold
"Gillian ""Jill"" Sterkel",F,23.0,180.0,77.0,United States,1984,Summer,Los Angeles,Swimming,Gold
"Gillian ""Jill"" Sterkel",F,27.0,180.0,77.0,United States,1988,Summer,Seoul,Swimming,Bronze
Volodymyr Ivanovych Sterlik,M,27.0,193.0,97.0,Soviet Union,1968,Summer,Mexico City,Rowing,Bronze
Marcel Grard Stern,M,46.0,181.0,98.0,Switzerland,1968,Summer,Mexico City,Sailing,Silver
Ulf Ivar Erik Sterner,M,22.0,187.0,87.0,Sweden,1964,Winter,Innsbruck,Ice Hockey,Silver
Tetiana Ivanivna Stetsenko (-Buniak),F,23.0,187.0,86.0,Soviet Union,1980,Summer,Moskva,Rowing,Silver
Yuriy Mykolaiovych Stetsenko,M,27.0,186.0,82.0,Soviet Union,1972,Summer,Munich,Canoeing,Gold
Heinz Stettler,M,31.0,188.0,108.0,Switzerland-1,1984,Winter,Sarajevo,Bobsleigh,Bronze
Anni Steuer (-Ludewig),F,23.0,177.0,67.0,Germany,1936,Summer,Berlin,Athletics,Silver
Ingo Steuer,M,31.0,173.0,68.0,Germany-1,1998,Winter,Nagano,Figure Skating,Bronze
Florence Steurer (-Penz),F,22.0,168.0,60.0,France,1972,Winter,Sapporo,Alpine Skiing,Bronze
Jovana Stevanovi,F,24.0,192.0,72.0,Serbia,2016,Summer,Rio de Janeiro,Volleyball,Silver
Craig Julian Stevens,M,24.0,188.0,82.0,Australia,2004,Summer,Athina,Swimming,Silver
"Jeffrey Allen ""Jeff"" Stevens",M,24.0,188.0,93.0,United States,2008,Summer,Beijing,Baseball,Bronze
Raymond Stevens,M,28.0,183.0,95.0,Great Britain,1992,Summer,Barcelona,Judo,Silver
Rochelle Stevens,F,25.0,173.0,58.0,United States,1992,Summer,Barcelona,Athletics,Silver
Rochelle Stevens,F,29.0,173.0,58.0,United States,1996,Summer,Atlanta,Athletics,Gold
Travis Stevens,M,30.0,181.0,80.0,United States,2016,Summer,Rio de Janeiro,Judo,Silver
"William Edwards ""Bill"" Stevenson",M,23.0,183.0,77.0,United States,1924,Summer,Paris,Athletics,Gold
Sarah Diana Stevenson,F,25.0,177.0,69.5,Great Britain,2008,Summer,Beijing,Taekwondo,Bronze
Shakur Stevenson,M,19.0,173.0,56.0,United States,2016,Summer,Rio de Janeiro,Boxing,Silver
Tefilo Stevenson Laurence,M,20.0,190.0,95.0,Cuba,1972,Summer,Munich,Boxing,Gold
Tefilo Stevenson Laurence,M,24.0,190.0,95.0,Cuba,1976,Summer,Montreal,Boxing,Gold
Tefilo Stevenson Laurence,M,28.0,190.0,95.0,Cuba,1980,Summer,Moskva,Boxing,Gold
Toby Lynn Stevenson,M,27.0,185.0,81.0,United States,2004,Summer,Athina,Athletics,Silver
Natalie Alwyne Steward,F,17.0,174.0,70.0,Great Britain,1960,Summer,Roma,Swimming,Bronze
Natalie Alwyne Steward,F,17.0,174.0,70.0,Great Britain,1960,Summer,Roma,Swimming,Silver
Anthea Dorine Stewart (Allin-),F,35.0,160.0,56.0,Zimbabwe,1980,Summer,Moskva,Hockey,Gold
Breanna Mackenzie Stewart,F,21.0,193.0,79.0,United States,2016,Summer,Rio de Janeiro,Basketball,Gold
Chelsea Blaine Stewart,F,22.0,165.0,54.0,Canada,2012,Summer,London,Football,Bronze
Danielle Stewart,F,27.0,165.0,65.0,Australia,2008,Summer,Beijing,Softball,Bronze
Dennis C. Stewart,M,28.0,182.0,95.0,Great Britain,1988,Summer,Seoul,Judo,Bronze
"Geoffrey Peter ""Geoff"" Stewart",M,26.0,200.0,90.0,Australia,2000,Summer,Sydney,Rowing,Bronze
"Geoffrey Peter ""Geoff"" Stewart",M,30.0,200.0,90.0,Australia,2004,Summer,Athina,Rowing,Bronze
